offset,tt,src_easting_original,src_northing_original,src_elevation,rec_easting_original,rec_northing_original,rec_elevation,src_easting,src_northing,rec_easting,rec_northing,src_name,rec_name
161.92,,2702317.08,1172938.7,2260.32,2702477.96,1172957.0,2260.93,1117.0800000000745,1438.6999999999534,1277.9599999999627,1457.0,1117_1439,1278_1457
161.96,0.23298,2702153.959999,1172681.68,2138.66,2702209.81,1172833.71,2229.32,953.959999000188,1181.6799999999348,1009.8100000000559,1333.7099999999627, 954_1182,1010_1334
162.1,0.23731,2702211.29,1172778.71,2209.33,2702126.380001,1172640.6299973,2104.92,1011.2900000000373,1278.7099999999627,926.3800010001287,1140.629997299984,1011_1279, 926_1141
162.15,0.13679,2702425.87,1172937.75,2250.32,2702263.91,1172929.81,2258.07,1225.8700000001118,1437.75,1063.910000000149,1429.8100000000559,1226_1438,1064_1430
162.28,0.18342,2701820.700012,1172102.5400085,1769.89,2701876.020004,1172255.1000061,1854.24,620.700011999812,602.5400084999856,676.0200040000491,755.1000061000232, 621_ 603, 676_ 755
163.13,0.21832,2702099.559999,1172586.6999998,2073.61,2702015.209999,1172447.0699997,1980.88,899.5599989998154,1086.699999799952,815.209999000188,947.0699996999465, 900_1087, 815_ 947
163.33,0.14132,2702258.74,1172937.88,2259.67,2702421.0,1172956.58,2259.46,1058.7400000002235,1437.8799999998882,1221.0,1456.5800000000745,1059_1438,1221_1457
163.34,0.1006,2701647.559998,1171813.8499756,1594.16,2701709.220001,1171965.1099854,1676.29,447.55999800004065,313.84997559990734,509.2200009999797,465.1099853999913, 448_ 314, 509_ 465
163.66,0.23323,2702174.029999,1172736.72,2177.18,2702097.780001,1172591.9099998,2075.99,974.0299990000203,1236.719999999972,897.7800010000356,1091.9099997999147, 974_1237, 898_1092
163.68,0.19081,2702294.31,1172926.25,2260.6,2702209.7,1172786.13,2213.84,1094.3100000000559,1426.25,1009.7000000001863,1286.1299999998882,1094_1426,1010_1286
163.85,0.18405000000000002,2702258.74,1172937.88,2259.67,2702095.23,1172927.28,2229.34,1058.7400000002235,1437.8799999998882,895.2299999999814,1427.280000000028,1059_1438, 895_1427
163.85,0.10413,2701680.690002,1171863.0999756,1625.16,2701738.170013,1172016.539978,1711.47,480.69000199995935,363.09997559990734,538.1700129997917,516.5399780001026, 481_ 363, 538_ 517
163.87,0.11727,2701733.420013,1171957.4400024,1687.45,2701793.089996,1172110.0599976,1763.93,533.4200129997917,457.4400023999624,593.0899959998205,610.0599976000376, 533_ 457, 593_ 610
164.25,0.13867,2701866.809998,1172190.6000061,1815.96,2701766.149994,1172060.8099976,1744.27,666.8099980000407,690.6000061000232,566.1499939998612,560.8099976000376, 667_ 691, 566_ 561
164.72,0.22030000000000002,2701957.400002,1172340.5599976,1910.46,2702014.07,1172495.2200012,2008.13,757.4000019999221,840.5599976000376,814.0699999998324,995.2200011999812, 757_ 841, 814_ 995
164.75,0.17887,2701844.809998,1172148.25,1795.42,2701902.929993,1172302.4100037,1884.99,644.8099980000407,648.25,702.9299929998815,802.4100037000608, 645_ 648, 703_ 802
164.85,0.12226999999999999,2701762.579987,1172003.8699951,1716.71,2701820.179993,1172158.3299866,1787.37,562.5799870002083,503.86999509995803,620.1799929998815,658.3299865999725, 563_ 504, 620_ 658
164.88,0.17248,2701903.330002,1172251.4500122,1854.75,2701820.399994,1172108.9400024,1771.72,703.3300020000897,751.4500122000463,620.3999939998612,608.9400023999624, 703_ 751, 620_ 609
165.83,0.2159,2702323.54,1172975.8,2271.06,2702238.04,1172833.71,2226.58,1123.5400000000373,1475.8000000000466,1038.0400000000373,1333.7099999999627,1124_1476,1038_1334
166.23,0.23726,2702349.85,1173024.38,2274.19,2702265.92,1172880.89,2238.28,1149.8500000000931,1524.3799999998882,1065.9199999999255,1380.8899999998976,1150_1524,1066_1381
166.56,0.10648,2701706.309998,1171905.3699951,1654.35,2701766.149994,1172060.8099976,1744.27,506.30999800004065,405.36999509995803,566.1499939998612,560.8099976000376, 506_ 405, 566_ 561
167.86,0.20846,2702145.699997,1172935.61,2243.58,2701978.150002,1172925.37,2211.23,945.6999969999306,1435.6100000001024,778.1500019999221,1425.3700000001118, 946_1436, 778_1425
167.88,0.19663,2702317.08,1172938.7,2260.32,2702149.580002,1172927.36,2241.62,1117.0800000000745,1438.6999999999534,949.5800020000897,1427.3600000001024,1117_1439, 950_1427
168.13,,2702368.15,1172938.37,2250.13,2702535.05,1172958.65,2264.45,1168.1499999999069,1438.3700000001118,1335.0499999998137,1458.6499999999069,1168_1438,1335_1459
168.73,0.21019,2701810.019989,1172939.62,2166.88,2701978.150002,1172925.37,2211.23,610.0199890001677,1439.6200000001118,778.1500019999221,1425.3700000001118, 610_1440, 778_1425
168.88,0.17495,2702425.87,1172937.75,2250.32,2702593.18,1172960.69,2269.36,1225.8700000001118,1437.75,1393.1800000001676,1460.6899999999441,1226_1438,1393_1461
169.24,,2702482.05,1172938.8,2252.25,2702649.81,1172961.15,2287.45,1282.0499999998137,1438.8000000000466,1449.8100000000559,1461.1499999999069,1282_1439,1450_1461
169.25,0.18553999999999998,2702874.94,1172937.83,2289.76,2702707.25,1172960.77,2296.84,1674.9399999999441,1437.8300000000745,1507.25,1460.7700000000186,1675_1438,1507_1461
169.47,0.11817,2701844.809998,1172148.25,1795.42,2701738.170013,1172016.539978,1711.47,644.8099980000407,648.25,538.1700129997917,516.5399780001026, 645_ 648, 538_ 517
169.84,0.19175999999999999,2702196.5,1172930.82,2247.7,2702364.45,1172956.09,2256.39,996.5,1430.8200000000652,1164.4500000001863,1456.0900000000838, 996_1431,1164_1456
170.22,,2702240.51,1172828.18,2226.41,2702318.96,1172979.24,2270.17,1040.5099999997765,1328.1799999999348,1118.9599999999627,1479.2399999999907,1041_1328,1119_1479
170.29,0.24791,2701903.330002,1172251.4500122,1854.75,2701988.580002,1172398.8699951,1950.51,703.3300020000897,751.4500122000463,788.5800020000897,898.869995099958, 703_ 751, 789_ 899
170.4,,2702538.21,1172939.27,2255.81,2702707.25,1172960.77,2296.84,1338.2099999999627,1439.2700000000186,1507.25,1460.7700000000186,1338_1439,1507_1461
170.64,0.25475,2702034.740002,1172938.39,2220.1,2701864.630005,1172924.99,2175.24,834.7400019997731,1438.3899999998976,664.6300050001591,1424.9899999999907, 835_1438, 665_1425
170.65,0.22613,2701865.770004,1172939.88,2179.24,2702035.880001,1172926.34,2219.08,665.7700040000491,1439.8799999998882,835.8800010001287,1426.3400000000838, 666_1440, 836_1426
170.71,0.19165000000000001,2701977.199997,1172938.14,2216.54,2701807.160004,1172922.99,2159.89,777.1999969999306,1438.1399999998976,607.1600040001795,1422.9899999999907, 777_1438, 607_1423
170.87,0.18281,2702819.13,1172938.19,2289.82,2702649.81,1172961.15,2287.45,1619.1299999998882,1438.1899999999441,1449.8100000000559,1461.1499999999069,1619_1438,1450_1461
170.96,0.21594,2702174.029999,1172736.72,2177.18,2702265.92,1172880.89,2238.28,974.0299990000203,1236.719999999972,1065.9199999999255,1380.8899999998976, 974_1237,1066_1381
171.07,0.20877,2702091.33,1172937.71,2230.38,2701920.740005,1172924.93,2194.75,891.3300000000745,1437.7099999999627,720.7400050000288,1424.9299999999348, 891_1438, 721_1425
172.05,0.20238,2701923.559998,1172938.77,2199.99,2702095.23,1172927.28,2229.34,723.5599980000407,1438.7700000000186,895.2299999999814,1427.280000000028, 724_1439, 895_1427
172.54,0.1679,2702764.17,1172937.64,2291.74,2702593.18,1172960.69,2269.36,1564.1699999999255,1437.6399999998976,1393.1800000001676,1460.6899999999441,1564_1438,1393_1461
172.59,0.24316,2702211.29,1172778.71,2209.33,2702293.0,1172930.73,2261.99,1011.2900000000373,1278.7099999999627,1093.0,1430.7299999999814,1011_1279,1093_1431
172.65,0.22193000000000002,2701922.860001,1172301.2000122,1883.35,2702015.209999,1172447.0699997,1980.88,722.8600010001101,801.2000122000463,815.209999000188,947.0699996999465, 723_ 801, 815_ 947
172.72,0.21247,2701977.199997,1172938.14,2216.54,2702149.580002,1172927.36,2241.62,777.1999969999306,1438.1399999998976,949.5800020000897,1427.3600000001024, 777_1438, 950_1427
172.72,0.10955,2701617.309998,1171755.4000244,1566.17,2701680.730011,1171916.0499878,1645.19,417.30999800004065,255.40002440009266,480.7300109998323,416.04998779995367, 417_ 255, 481_ 416
172.75,0.23083,2702014.110001,1172440.7700043,1978.09,2702097.780001,1172591.9099998,2075.99,814.1100010001101,940.770004299935,897.7800010000356,1091.9099997999147, 814_ 941, 898_1092
172.76,0.19658,2702091.33,1172937.71,2230.38,2702263.91,1172929.81,2258.07,891.3300000000745,1437.7099999999627,1063.910000000149,1429.8100000000559, 891_1438,1064_1430
172.93,0.20889,2701866.809998,1172190.6000061,1815.96,2701931.75,1172350.8699951,1920.26,666.8099980000407,690.6000061000232,731.75,850.869995099958, 667_ 691, 732_ 851
173.06,0.19503,2702034.740002,1172938.39,2220.1,2702207.52,1172928.59,2247.94,834.7400019997731,1438.3899999998976,1007.5200000000186,1428.5900000000838, 835_1438,1008_1429
173.08,0.19078,2702265.08,1172876.49,2236.29,2702347.76,1173028.55,2274.81,1065.0800000000745,1376.4899999999907,1147.7599999997765,1528.5500000000466,1065_1376,1148_1529
173.12,0.15961,2701794.130005,1172053.4899902,1750.74,2701876.380005,1172205.8200073,1826.27,594.1300050001591,553.4899901999161,676.3800050001591,705.8200073000044, 594_ 553, 676_ 706
173.25,0.23657,2702099.559999,1172586.6999998,2073.61,2702181.84,1172739.16,2178.28,899.5599989998154,1086.699999799952,981.839999999851,1239.1599999999162, 900_1087, 982_1239
173.39,0.21630000000000002,2701986.589996,1172391.8699951,1946.76,2702070.41,1172543.6499996,2050.86,786.5899959998205,891.869995099958,870.410000000149,1043.6499995999038, 787_ 892, 870_1044
173.73,0.22918,2702153.959999,1172681.68,2138.66,2702238.04,1172833.71,2226.58,953.959999000188,1181.6799999999348,1038.0400000000373,1333.7099999999627, 954_1182,1038_1334
173.77,0.19673,2701957.400002,1172340.5599976,1910.46,2701847.690002,1172205.7999878,1819.01,757.4000019999221,840.5599976000376,647.6900019999593,705.7999877999537, 757_ 841, 648_ 706
173.82,0.17496,2701820.700012,1172102.5400085,1769.89,2701903.899994,1172255.1600037,1855.57,620.700011999812,602.5400084999856,703.8999939998612,755.1600037000608, 621_ 603, 704_ 755
173.98,0.25234,2702126.029999,1172633.5900002,2101.59,2702209.7,1172786.13,2213.84,926.0299990000203,1133.5900002000853,1009.7000000001863,1286.1299999998882, 926_1134,1010_1286
174.08,0.11326,2701680.690002,1171863.0999756,1625.16,2701765.130005,1172015.3300171,1722.61,480.69000199995935,363.09997559990734,565.1300050001591,515.3300171000883, 481_ 363, 565_ 515
174.19,0.19065000000000001,2702651.16,1172938.45,2279.58,2702477.96,1172957.0,2260.93,1451.160000000149,1438.4499999999534,1277.9599999999627,1457.0,1451_1438,1278_1457
174.45,0.1789,2702708.11,1172936.64,2288.94,2702535.05,1172958.65,2264.45,1508.1099999998696,1436.6399999998976,1335.0499999998137,1458.6499999999069,1508_1437,1335_1459
174.56,0.21228999999999998,2702041.43,1172488.1299973,2012.52,2702126.380001,1172640.6299973,2104.92,841.4300000001676,988.1299972999841,926.3800010001287,1140.629997299984, 841_ 988, 926_1141
174.57,,2702538.21,1172939.27,2255.81,2702364.45,1172956.09,2256.39,1338.2099999999627,1439.2700000000186,1164.4500000001863,1456.0900000000838,1338_1439,1164_1456
174.69,0.12539,2701733.420013,1171957.4400024,1687.45,2701820.399994,1172108.9400024,1771.72,533.4200129997917,457.4400023999624,620.3999939998612,608.9400023999624, 533_ 457, 620_ 609
174.97,,2702595.07,1172938.85,2263.52,2702421.0,1172956.58,2259.46,1395.0699999998324,1438.8500000000931,1221.0,1456.5800000000745,1395_1439,1221_1457
175.12,0.11724,2701733.420013,1171957.4400024,1687.45,2701626.600006,1171818.6699829,1586.54,533.4200129997917,457.4400023999624,426.6000060001388,318.6699828999117, 533_ 457, 427_ 319
175.63,0.20525,2702145.699997,1172935.61,2243.58,2702321.29,1172931.75,2254.67,945.6999969999306,1435.6100000001024,1121.2900000000373,1431.75, 946_1436,1121_1432
175.7,0.20949,2702041.43,1172488.1299973,2012.52,2701931.75,1172350.8699951,1920.26,841.4300000001676,988.1299972999841,731.75,850.869995099958, 841_ 988, 732_ 851
175.82,0.13774,2702368.15,1172938.37,2250.13,2702193.11,1172954.89,2253.76,1168.1499999999069,1438.3700000001118,993.1099999998696,1454.8899999998976,1168_1438, 993_1455
175.87,0.11293,2701647.559998,1171813.8499756,1594.16,2701736.959991,1171965.2999878,1691.69,447.55999800004065,313.84997559990734,536.959991000127,465.29998779995367, 448_ 314, 537_ 465
175.87,0.21928999999999998,2701986.589996,1172391.8699951,1946.76,2701876.020004,1172255.1000061,1854.24,786.5899959998205,891.869995099958,676.0200040000491,755.1000061000232, 787_ 892, 676_ 755
175.88,0.11462,2702317.08,1172938.7,2260.32,2702492.92,1172934.77,2250.83,1117.0800000000745,1438.6999999999534,1292.9199999999255,1434.7700000000186,1117_1439,1293_1435
175.94,0.175,2701922.860001,1172301.2000122,1883.35,2701820.179993,1172158.3299866,1787.37,722.8600010001101,801.2000122000463,620.1799929998815,658.3299865999725, 723_ 801, 620_ 658
176.02,0.14306,2701866.809998,1172190.6000061,1815.96,2701779.410004,1172037.8099976,1739.7,666.8099980000407,690.6000061000232,579.4100040001795,537.8099976000376, 667_ 691, 579_ 538
176.72,0.20074,2702196.5,1172930.82,2247.7,2702020.82,1172950.01,2224.12,996.5,1430.8200000000652,820.8199999998324,1450.0100000000093, 996_1431, 821_1450
176.74,,2702482.05,1172938.8,2252.25,2702306.12,1172955.69,2270.57,1282.0499999998137,1438.8000000000466,1106.1200000001118,1455.6899999999441,1282_1439,1106_1456
176.74,0.14776,2702258.74,1172937.88,2259.67,2702435.43,1172933.77,2249.22,1058.7400000002235,1437.8799999998882,1235.4300000001676,1433.7700000000186,1059_1438,1235_1434
176.96,0.10647,2701820.700012,1172102.5400085,1769.89,2701709.220001,1171965.1099854,1676.29,620.700011999812,602.5400084999856,509.2200009999797,465.1099853999913, 621_ 603, 509_ 465
177.04,0.23128,2701957.400002,1172340.5599976,1910.46,2702042.169998,1172495.9899979,2016.81,757.4000019999221,840.5599976000376,842.1699979999103,995.9899979000911, 757_ 841, 842_ 996
177.09,0.18322999999999998,2701844.809998,1172148.25,1795.42,2701931.350006,1172302.75,1884.26,644.8099980000407,648.25,731.3500060001388,802.75, 645_ 648, 731_ 803
177.13,0.11361,2701762.579987,1172003.8699951,1716.71,2701651.690002,1171865.7399902,1612.8,562.5799870002083,503.86999509995803,451.69000199995935,365.73999019991606, 563_ 504, 452_ 366
177.14,0.15303,2702425.87,1172937.75,2250.32,2702249.65,1172955.8,2262.14,1225.8700000001118,1437.75,1049.6499999999069,1455.8000000000466,1226_1438,1050_1456
177.27,0.13309,2701762.579987,1172003.8699951,1716.71,2701849.679993,1172158.269989,1802.75,562.5799870002083,503.86999509995803,649.6799929998815,658.2699889999349, 563_ 504, 650_ 658
177.5,0.1896,2702014.110001,1172440.7700043,1978.09,2701902.929993,1172302.4100037,1884.99,814.1100010001101,940.770004299935,702.9299929998815,802.4100037000608, 814_ 941, 703_ 802
177.9,0.20862999999999998,2702153.959999,1172681.68,2138.66,2702042.189999,1172543.2800007,2043.35,953.959999000188,1181.6799999999348,842.1899990001693,1043.2800006999169, 954_1182, 842_1043
177.99,0.20429,2702126.029999,1172633.5900002,2101.59,2702014.07,1172495.2200012,2008.13,926.0299990000203,1133.5900002000853,814.0699999998324,995.2200011999812, 926_1134, 814_ 995
178.0,0.21126,2702070.61,1172537.8499985,2047.74,2701959.629997,1172398.6799927,1947.21,870.6099999998696,1037.8499984999653,759.6299970000982,898.6799926999956, 871_1038, 760_ 899
178.18,0.1215,2701794.130005,1172053.4899902,1750.74,2701680.730011,1171916.0499878,1645.19,594.1300050001591,553.4899901999161,480.7300109998323,416.04998779995367, 594_ 553, 481_ 416
178.37,0.19722,2702265.08,1172876.49,2236.29,2702153.099998,1172737.65,2173.04,1065.0800000000745,1376.4899999999907,953.0999980000779,1237.6499999999069,1065_1376, 953_1238
179.0,0.1098,2701706.309998,1171905.3699951,1654.35,2701793.48999,1172061.7000122,1752.1,506.30999800004065,405.36999509995803,593.4899900001474,561.7000122000463, 506_ 405, 593_ 562
179.29,0.16247999999999999,2701903.330002,1172251.4500122,1854.75,2701793.089996,1172110.0599976,1763.93,703.3300020000897,751.4500122000463,593.0899959998205,610.0599976000376, 703_ 751, 593_ 610
179.72,0.29252999999999996,2702211.29,1172778.71,2209.33,2702097.24,1172639.8199997,2103.09,1011.2900000000373,1278.7099999999627,897.2400000002235,1139.8199996999465,1011_1279, 897_1140
179.76,0.21378,2702099.559999,1172586.6999998,2073.61,2701986.919998,1172446.6100006,1975.07,899.5599989998154,1086.699999799952,786.9199979999103,946.610000600107, 900_1087, 787_ 947
180.35,0.25921,2702240.51,1172828.18,2226.41,2702126.049999,1172688.81,2139.08,1040.5099999997765,1328.1799999999348,926.049999000039,1188.8100000000559,1041_1328, 926_1189
180.41,0.18905000000000002,2702929.54,1172940.78,2285.34,2702749.16,1172937.56,2292.16,1729.5400000000373,1440.780000000028,1549.160000000149,1437.5600000000559,1730_1441,1549_1438
180.42,0.19766999999999998,2702258.74,1172937.88,2259.67,2702078.85,1172951.69,2231.71,1058.7400000002235,1437.8799999998882,878.8500000000931,1451.6899999999441,1059_1438, 879_1452
180.6,0.18392,2702425.87,1172937.75,2250.32,2702606.46,1172936.16,2263.61,1225.8700000001118,1437.75,1406.4599999999627,1436.1599999999162,1226_1438,1406_1436
180.91,0.2391,2702174.029999,1172736.72,2177.18,2702067.7,1172590.3600006,2076.67,974.0299990000203,1236.719999999972,867.7000000001863,1090.360000600107, 974_1237, 868_1090
180.94,0.21912,2702294.31,1172926.25,2260.6,2702181.19,1172785.03,2208.35,1094.3100000000559,1426.25,981.1899999999441,1285.030000000028,1094_1426, 981_1285
181.04,0.16966,2702196.5,1172930.82,2247.7,2702377.54,1172931.39,2247.1,996.5,1430.8200000000652,1177.5400000000373,1431.3899999998976, 996_1431,1178_1431
181.69,,2702482.05,1172938.8,2252.25,2702663.73,1172937.29,2281.51,1282.0499999998137,1438.8000000000466,1463.7299999999814,1437.2900000000373,1282_1439,1464_1437
181.77,,2702368.15,1172938.37,2250.13,2702549.89,1172935.0,2255.7,1168.1499999999069,1438.3700000001118,1349.8900000001304,1435.0,1168_1438,1350_1435
182.0,0.23008,2702323.54,1172975.8,2271.06,2702209.81,1172833.71,2229.32,1123.5400000000373,1475.8000000000466,1009.8100000000559,1333.7099999999627,1124_1476,1010_1334
182.05,0.18694999999999998,2703042.85,1172938.58,2263.61,2702860.8,1172938.32,2289.98,1842.8500000000931,1438.5800000000745,1660.7999999998137,1438.3200000000652,1843_1439,1661_1438
182.33,0.22272999999999998,2702145.699997,1172935.61,2243.58,2701963.849998,1172948.79,2215.81,945.6999969999306,1435.6100000001024,763.8499980000779,1448.7900000000373, 946_1436, 764_1449
182.49,0.22091999999999998,2701810.019989,1172939.62,2166.88,2701992.260002,1172949.24,2220.39,610.0199890001677,1439.6200000001118,792.2600019997917,1449.2399999999907, 610_1440, 792_1449
182.51,,2702538.21,1172939.27,2255.81,2702720.72,1172937.92,2291.01,1338.2099999999627,1439.2700000000186,1520.720000000205,1437.9199999999255,1338_1439,1521_1438
182.68,0.18786000000000003,2702987.34,1172939.48,2274.64,2702804.66,1172938.14,2289.73,1787.339999999851,1439.4799999999814,1604.660000000149,1438.1399999998976,1787_1439,1605_1438
183.18,0.19606,2702874.94,1172937.83,2289.76,2702691.77,1172936.19,2286.77,1674.9399999999441,1437.8300000000745,1491.7700000000186,1436.1899999999441,1675_1438,1492_1436
183.19,0.20759,2701923.559998,1172938.77,2199.99,2702106.280001,1172951.89,2236.23,723.5599980000407,1438.7700000000186,906.2800010000356,1451.8899999998976, 724_1439, 906_1452
183.21,0.19097,2702317.08,1172938.7,2260.32,2702134.389999,1172952.53,2244.23,1117.0800000000745,1438.6999999999534,934.3899989998899,1452.530000000028,1117_1439, 934_1453
183.44,0.20007,2702819.13,1172938.19,2289.82,2702635.71,1172935.82,2271.0,1619.1299999998882,1438.1899999999441,1435.7099999999627,1435.8200000000652,1619_1438,1436_1436
183.46,0.11017,2701706.309998,1171905.3699951,1654.35,2701612.100006,1171747.9500122,1560.51,506.30999800004065,405.36999509995803,412.1000060001388,247.95001220004633, 506_ 405, 412_ 248
183.73,0.20934999999999998,2701865.770004,1172939.88,2179.24,2702049.18,1172950.64,2224.43,665.7700040000491,1439.8799999998882,849.1800000001676,1450.6399999998976, 666_1440, 849_1451
184.03,0.2094,2701957.400002,1172340.5599976,1910.46,2701863.119995,1172182.519989,1815.15,757.4000019999221,840.5599976000376,663.1199949998409,682.5199889999349, 757_ 841, 663_ 683
184.33,0.13215000000000002,2701844.809998,1172148.25,1795.42,2701751.700012,1171989.1599731,1706.44,644.8099980000407,648.25,551.700011999812,489.1599731000606, 645_ 648, 552_ 489
184.68,0.11568,2701762.579987,1172003.8699951,1716.71,2701668.609985,1171844.8800049,1610.52,562.5799870002083,503.86999509995803,468.6099849999882,344.88000490004197, 563_ 504, 469_ 345
185.16,0.25042,2702349.85,1173024.38,2274.19,2702236.39,1172878.06,2235.28,1149.8500000000931,1524.3799999998882,1036.3900000001304,1378.0600000000559,1150_1524,1036_1378
185.35,0.21642,2701977.199997,1172938.14,2216.54,2701791.98999,1172945.31,2159.6,777.1999969999306,1438.1399999998976,591.9899900001474,1445.3100000000559, 777_1438, 592_1445
185.52,0.17712999999999998,2702764.17,1172937.64,2291.74,2702578.65,1172936.3,2259.71,1564.1699999999255,1437.6399999998976,1378.6499999999069,1436.3000000000466,1564_1438,1379_1436
185.58,0.24378,2702099.559999,1172586.6999998,2073.61,2702166.300003,1172759.86,2189.56,899.5599989998154,1086.699999799952,966.3000030000694,1259.8600000001024, 900_1087, 966_1260
185.72,0.20515,2702091.33,1172937.71,2230.38,2701905.860001,1172947.34,2197.15,891.3300000000745,1437.7099999999627,705.8600010001101,1447.3400000000838, 891_1438, 706_1447
185.73,0.23046,2702174.029999,1172736.72,2177.18,2702251.52,1172905.51,2246.42,974.0299990000203,1236.719999999972,1051.5200000000186,1405.5100000000093, 974_1237,1052_1406
185.75,0.21580000000000002,2701866.809998,1172190.6000061,1815.96,2701961.089996,1172350.6499939,1917.11,666.8099980000407,690.6000061000232,761.0899959998205,850.6499938999768, 667_ 691, 761_ 851
185.76,0.24033000000000002,2701903.330002,1172251.4500122,1854.75,2701973.690002,1172423.3699951,1961.11,703.3300020000897,751.4500122000463,773.6900019999593,923.369995099958, 703_ 751, 774_ 923
186.17,0.12354000000000001,2701733.420013,1171957.4400024,1687.45,2701641.209991,1171795.710022,1584.99,533.4200129997917,457.4400023999624,441.20999100012705,295.71002199989744, 533_ 457, 441_ 296
186.18,0.22566999999999998,2702034.740002,1172938.39,2220.1,2701848.729996,1172946.28,2176.58,834.7400019997731,1438.3899999998976,648.7299959999509,1446.280000000028, 835_1438, 649_1446
186.22,0.10897,2701617.309998,1171755.4000244,1566.17,2701709.709991,1171917.0800171,1658.83,417.30999800004065,255.40002440009266,509.70999100012705,417.0800171000883, 417_ 255, 510_ 417
186.28,0.23831,2702240.51,1172828.18,2226.41,2702306.6,1173002.34,2266.94,1040.5099999997765,1328.1799999999348,1106.6000000000931,1502.3400000000838,1041_1328,1107_1502
186.28,0.20949,2702265.08,1172876.49,2236.29,2702331.8,1173050.41,2279.13,1065.0800000000745,1376.4899999999907,1131.7999999998137,1550.4099999999162,1065_1376,1132_1550
186.55,0.19937,2702708.11,1172936.64,2288.94,2702521.57,1172934.52,2253.59,1508.1099999998696,1436.6399999998976,1321.5699999998324,1434.5200000000186,1508_1437,1322_1435
186.7,0.20939,2701977.199997,1172938.14,2216.54,2702163.269997,1172953.42,2252.88,777.1999969999306,1438.1399999998976,963.2699970002286,1453.4199999999255, 777_1438, 963_1453
186.9,0.20689,2702034.740002,1172938.39,2220.1,2702220.92,1172954.76,2256.0,834.7400019997731,1438.3899999998976,1020.9199999999255,1454.7600000000093, 835_1438,1021_1455
186.91,0.23507,2702651.16,1172938.45,2279.58,2702464.33,1172932.86,2248.29,1451.160000000149,1438.4499999999534,1264.3300000000745,1432.8600000001024,1451_1438,1264_1433
186.97,0.11893000000000001,2701820.700012,1172102.5400085,1769.89,2701724.109985,1171942.4500122,1676.37,620.700011999812,602.5400084999856,524.1099849999882,442.45001220004633, 621_ 603, 524_ 442
187.17,0.25321,2702126.029999,1172633.5900002,2101.59,2702030.549999,1172472.5999985,2000.59,926.0299990000203,1133.5900002000853,830.549999000039,972.5999984999653, 926_1134, 831_ 973
187.53,0.22394,2702041.43,1172488.1299973,2012.52,2701945.860001,1172326.7799988,1900.63,841.4300000001676,988.1299972999841,745.8600010001101,826.7799988000188, 841_ 988, 746_ 827
187.97,,2701986.589996,1172391.8699951,1946.76,2701890.839996,1172230.1199951,1840.42,786.5899959998205,891.869995099958,690.8399959998205,730.119995099958, 787_ 892, 691_ 730
188.12,0.19983,2702091.33,1172937.71,2230.38,2702278.58,1172955.73,2267.73,891.3300000000745,1437.7099999999627,1078.5800000000745,1455.7299999999814, 891_1438,1079_1456
188.15,0.23204,2701922.860001,1172301.2000122,1883.35,2702001.389999,1172472.1800003,1992.26,722.8600010001101,801.2000122000463,801.3899989998899,972.1800003000535, 723_ 801, 801_ 972
188.22,0.22396000000000002,2702014.110001,1172440.7700043,1978.09,2701918.839996,1172278.4400024,1870.96,814.1100010001101,940.770004299935,718.8399959998205,778.4400023999624, 814_ 941, 719_ 778
188.43,0.11677,2701680.690002,1171863.0999756,1625.16,2701752.899994,1172037.1400146,1727.92,480.69000199995935,363.09997559990734,552.8999939998612,537.1400146000087, 481_ 363, 553_ 537
188.53,0.25785,2702126.029999,1172633.5900002,2101.59,2702195.71,1172808.77,2224.58,926.0299990000203,1133.5900002000853,995.7099999999627,1308.7700000000186, 926_1134, 996_1309
188.65,0.21017,2702265.08,1172876.49,2236.29,2702168.440002,1172714.47,2163.28,1065.0800000000745,1376.4899999999907,968.4400019999593,1214.469999999972,1065_1376, 968_1214
188.71,0.16724,2701820.700012,1172102.5400085,1769.89,2701889.850006,1172278.1199951,1869.07,620.700011999812,602.5400084999856,689.8500060001388,778.119995099958, 621_ 603, 690_ 778
188.87,0.24377000000000001,2702014.110001,1172440.7700043,1978.09,2702083.68,1172616.3600006,2089.99,814.1100010001101,940.770004299935,883.6800000001676,1116.360000600107, 814_ 941, 884_1116
188.98,0.15988,2701794.130005,1172053.4899902,1750.74,2701862.080002,1172229.8299866,1834.32,594.1300050001591,553.4899901999161,662.0800020000897,729.8299865999725, 594_ 553, 662_ 730
189.01,,2702538.21,1172939.27,2255.81,2702349.33,1172932.34,2246.88,1338.2099999999627,1439.2700000000186,1149.3300000000745,1432.3400000000838,1338_1439,1149_1432
189.15,0.24475,2702070.61,1172537.8499985,2047.74,2702139.650002,1172713.95,2157.4,870.6099999998696,1037.8499984999653,939.6500019999221,1213.9499999999534, 871_1038, 940_1214
189.22,,2702482.05,1172938.8,2252.25,2702293.0,1172930.73,2261.99,1282.0499999998137,1438.8000000000466,1093.0,1430.7299999999814,1282_1439,1093_1431
189.23,0.24112,2702153.959999,1172681.68,2138.66,2702223.07,1172857.84,2233.41,953.959999000188,1181.6799999999348,1023.0699999998324,1357.8400000000838, 954_1182,1023_1358
189.32,0.18343,2701922.860001,1172301.2000122,1883.35,2701835.089996,1172133.4599915,1783.09,722.8600010001101,801.2000122000463,635.0899959998205,633.4599915000144, 723_ 801, 635_ 633
