station_number,northing_original,easting_original,elevation,easting,northing
611,1173121.67125,2703017.779,2255.608,1817.7790000000969,1621.6712499998976
612,1173122.577375,2703018.2875,2255.6785,1818.2875000000931,1622.57737500011
613,1173123.4835,2703018.796,2255.749,1818.7960000000894,1623.4835000000894
614,1173124.389625,2703019.3045,2255.8195,1819.3045000000857,1624.389625000069
615,1173125.29575,2703019.813,2255.89,1819.813000000082,1625.2957500000484
616,1173126.201875,2703020.3215,2255.9605,1820.3215000000782,1626.201875000028
617,1173127.108,2703020.83,2256.031,1820.8300000000745,1627.1080000000075
618,1173128.014125,2703021.3385,2256.1015,1821.3385000000708,1628.014124999987
619,1173128.92025,2703021.847,2256.172,1821.847000000067,1628.9202499999665
620,1173129.826375,2703022.3555,2256.2425,1822.3555000000633,1629.826374999946
621,1173130.7325,2703022.864,2256.313,1822.8640000000596,1630.7324999999255
622,1173131.638625,2703023.3725,2256.3835,1823.3725000000559,1631.638624999905
623,1173132.54475,2703023.881,2256.454,1823.8810000000522,1632.5447499998845
624,1173133.450875,2703024.3895,2256.5245,1824.3895000000484,1633.4508750000969
625,1173134.357,2703024.898,2256.595,1824.8980000000447,1634.3570000000764
626,1173135.23284,2703025.48792,2256.72552,1825.4879200002179,1635.2328399999533
627,1173136.10868,2703026.07784,2256.85604,1826.0778399999253,1636.108680000063
628,1173136.98452,2703026.66776,2256.98656,1826.6677600000985,1636.98451999994
629,1173137.86036,2703027.25768,2257.11708,1827.257679999806,1637.8603600000497
630,1173138.7362,2703027.8476,2257.2476,1827.8475999999791,1638.7361999999266
631,1173139.61204,2703028.43752,2257.37812,1828.4375200001523,1639.6120400000364
632,1173140.48788,2703029.02744,2257.50864,1829.0274399998598,1640.4878799999133
633,1173141.36372,2703029.61736,2257.63916,1829.617360000033,1641.363720000023
634,1173142.23956,2703030.20728,2257.76968,1830.207280000206,1642.2395599999
635,1173143.1154,2703030.7972,2257.9002,1830.7971999999136,1643.1154000000097
636,1173143.99124,2703031.38712,2258.03072,1831.3871200000867,1643.9912399998866
637,1173144.86708,2703031.97704,2258.16124,1831.9770399997942,1644.8670799999963
638,1173145.74292,2703032.56696,2258.29176,1832.5669599999674,1645.742920000106
639,1173146.61876,2703033.15688,2258.42228,1833.1568800001405,1646.618759999983
640,1173147.4946,2703033.7468,2258.5528,1833.746799999848,1647.4946000000928
641,1173148.37044,2703034.33672,2258.68332,1834.3367200000212,1648.3704399999697
642,1173149.24628,2703034.92664,2258.81384,1834.9266400001943,1649.2462800000794
643,1173150.12212,2703035.51656,2258.94436,1835.5165599999018,1650.1221199999563
644,1173150.99796,2703036.10648,2259.07488,1836.106480000075,1650.997960000066
645,1173151.8738,2703036.6964,2259.2054,1836.6963999997824,1651.873799999943
646,1173152.74964,2703037.28632,2259.33592,1837.2863199999556,1652.7496400000528
647,1173153.62548,2703037.87624,2259.46644,1837.8762400001287,1653.6254799999297
648,1173154.50132,2703038.46616,2259.59696,1838.4661599998362,1654.5013200000394
649,1173155.37716,2703039.05608,2259.72748,1839.0560800000094,1655.3771599999163
650,1173156.253,2703039.646,2259.858,1839.6460000001825,1656.253000000026
651,1173156.9195,2703040.3971,2260.03913333333,1840.3971000001766,1656.9195000000764
652,1173157.586,2703041.1482,2260.22026666667,1841.1482000001706,1657.5859999998938
653,1173158.2525,2703041.8993,2260.4014,1841.8993000001647,1658.2524999999441
654,1173158.919,2703042.6504,2260.58253333333,1842.6504000001587,1658.9189999999944
655,1173159.5855,2703043.4015,2260.76366666667,1843.4015000001527,1659.5855000000447
656,1173160.252,2703044.1526,2260.9448,1844.1526000001468,1660.252000000095
657,1173160.9185,2703044.9037,2261.12593333333,1844.9037000001408,1660.9184999999125
658,1173161.585,2703045.6548,2261.30706666667,1845.6548000001349,1661.5849999999627
659,1173162.2515,2703046.4059,2261.4882,1846.405900000129,1662.251500000013
660,1173162.918,2703047.157,2261.66933333333,1847.157000000123,1662.9180000000633
661,1173163.5845,2703047.9081,2261.85046666667,1847.908100000117,1663.5845000001136
662,1173164.251,2703048.6592,2262.0316,1848.659200000111,1664.250999999931
663,1173164.9175,2703049.4103,2262.21273333333,1849.410300000105,1664.9174999999814
664,1173165.584,2703050.1614,2262.39386666667,1850.161400000099,1665.5840000000317
665,1173166.2505,2703050.9125,2262.575,1850.9125000000931,1666.250500000082
666,1173166.917,2703051.6636,2262.75613333333,1851.6636000000872,1666.9169999998994
667,1173167.5835,2703052.4147,2262.93726666667,1852.4147000000812,1667.5834999999497
668,1173168.25,2703053.1658,2263.1184,1853.1658000000753,1668.25
669,1173168.9165,2703053.9169,2263.29953333333,1853.9169000000693,1668.9165000000503
670,1173169.583,2703054.668,2263.48066666667,1854.6680000000633,1669.5830000001006
671,1173170.2495,2703055.4191,2263.6618,1855.4191000000574,1670.249499999918
672,1173170.916,2703056.1702,2263.84293333333,1856.1702000000514,1670.9159999999683
673,1173171.5825,2703056.9213,2264.02406666667,1856.9213000000454,1671.5825000000186
674,1173172.249,2703057.6724,2264.2052,1857.6724000000395,1672.249000000069
675,1173172.9155,2703058.4235,2264.38633333333,1858.4235000000335,1672.9154999998864
676,1173173.582,2703059.1746,2264.56746666667,1859.1746000000276,1673.5819999999367
677,1173174.2485,2703059.9257,2264.7486,1859.9257000000216,1674.248499999987
678,1173174.915,2703060.6768,2264.92973333333,1860.6768000000156,1674.9150000000373
679,1173175.5815,2703061.4279,2265.11086666667,1861.4279000000097,1675.5815000000875
680,1173176.248,2703062.179,2265.292,1862.1790000000037,1676.247999999905
681,1173176.98133333,2703062.78112121,2265.46924242424,1862.7811212101951,1676.9813333300408
682,1173177.71466667,2703063.38324242,2265.64648484848,1863.3832424199209,1677.7146666699555
683,1173178.448,2703063.98536364,2265.82372727273,1863.9853636398911,1678.4480000000913
684,1173179.18133333,2703064.58748485,2266.00096969697,1864.5874848500825,1679.1813333299942
685,1173179.91466667,2703065.18960606,2266.17821212121,1865.1896060598083,1679.914666669909
686,1173180.648,2703065.79172727,2266.35545454545,1865.7917272699997,1680.6480000000447
687,1173181.38133333,2703066.39384848,2266.5326969697,1866.393848480191,1681.3813333299477
688,1173182.11466667,2703066.9959697,2266.70993939394,1866.9959697001614,1682.1146666700952
689,1173182.848,2703067.59809091,2266.88718181818,1867.598090909887,1682.8479999999981
690,1173183.58133333,2703068.20021212,2267.06442424242,1868.2002121200785,1683.581333329901
691,1173184.31466667,2703068.80233333,2267.24166666667,1868.8023333298042,1684.3146666700486
692,1173185.048,2703069.40445455,2267.41890909091,1869.4044545497745,1685.0479999999516
693,1173185.78133333,2703070.00657576,2267.59615151515,1870.006575759966,1685.7813333300874
694,1173186.51466667,2703070.60869697,2267.77339393939,1870.6086969701573,1686.514666670002
695,1173187.248,2703071.21081818,2267.95063636364,1871.210818179883,1687.247999999905
696,1173187.98133333,2703071.81293939,2268.12787878788,1871.8129393900745,1687.9813333300408
697,1173188.71466667,2703072.41506061,2268.30512121212,1872.4150606100447,1688.7146666699555
698,1173189.448,2703073.01718182,2268.48236363636,1873.0171818197705,1689.4480000000913
699,1173190.18133333,2703073.61930303,2268.65960606061,1873.6193030299619,1690.1813333299942
700,1173190.91466667,2703074.22142424,2268.83684848485,1874.2214242401533,1690.914666669909
701,1173191.648,2703074.82354545,2269.01409090909,1874.823545449879,1691.6480000000447
702,1173192.38133333,2703075.42566667,2269.19133333333,1875.4256666698493,1692.3813333299477
703,1173193.11466667,2703076.02778788,2269.36857575758,1876.0277878800407,1693.1146666700952
704,1173193.848,2703076.62990909,2269.54581818182,1876.629909090232,1693.8479999999981
705,1173194.58133333,2703077.2320303,2269.72306060606,1877.2320302999578,1694.581333329901
706,1173195.31466667,2703077.83415152,2269.9003030303,1877.8341515199281,1695.3146666700486
707,1173196.048,2703078.43627273,2270.07754545455,1878.4362727301195,1696.0479999999516
708,1173196.78133333,2703079.03839394,2270.25478787879,1879.0383939398453,1696.7813333300874
709,1173197.51466667,2703079.64051515,2270.43203030303,1879.6405151500367,1697.514666670002
710,1173198.248,2703080.24263636,2270.60927272727,1880.242636360228,1698.247999999905
711,1173198.98133333,2703080.84475758,2270.78651515152,1880.8447575801983,1698.9813333300408
712,1173199.71466667,2703081.44687879,2270.96375757576,1881.446878789924,1699.7146666699555
713,1173200.448,2703082.049,2271.141,1882.0490000001155,1700.4480000000913
714,1173201.35822727,2703081.77081818,2271.20695454545,1881.770818179939,1701.3582272699568
715,1173202.26845455,2703081.49263636,2271.27290909091,1881.492636360228,1702.268454550067
716,1173203.17868182,2703081.21445455,2271.33886363636,1881.2144545498304,1703.1786818199325
717,1173204.08890909,2703080.93627273,2271.40481818182,1880.9362727301195,1704.088909090031
718,1173204.99913636,2703080.65809091,2271.47077272727,1880.658090909943,1704.9991363598965
719,1173205.90936364,2703080.37990909,2271.53672727273,1880.379909090232,1705.9093636400066
720,1173206.81959091,2703080.10172727,2271.60268181818,1880.1017272700556,1706.819590910105
721,1173207.72981818,2703079.82354545,2271.66863636364,1879.823545449879,1707.7298181799706
722,1173208.64004545,2703079.54536364,2271.73459090909,1879.545363639947,1708.640045450069
723,1173209.55027273,2703079.26718182,2271.80054545455,1879.2671818197705,1709.5502727299463
724,1173210.4605,2703078.989,2271.8665,1878.9890000000596,1710.4605000000447
725,1173211.37072727,2703078.71081818,2271.93245454545,1878.710818179883,1711.3707272699103
726,1173212.28095455,2703078.43263636,2271.99840909091,1878.4326363601722,1712.2809545500204
727,1173213.19118182,2703078.15445455,2272.06436363636,1878.1544545497745,1713.191181819886
728,1173214.10140909,2703077.87627273,2272.13031818182,1877.8762727300636,1714.1014090899844
729,1173215.01163636,2703077.59809091,2272.19627272727,1877.598090909887,1715.0116363600828
730,1173215.92186364,2703077.31990909,2272.26222727273,1877.3199090901762,1715.92186363996
731,1173216.83209091,2703077.04172727,2272.32818181818,1877.0417272699997,1716.8320909100585
732,1173217.74231818,2703076.76354545,2272.39413636364,1876.7635454498231,1717.742318179924
733,1173218.65254545,2703076.48536364,2272.46009090909,1876.4853636398911,1718.6525454500224
734,1173219.56277273,2703076.20718182,2272.52604545455,1876.2071818201803,1719.5627727298997
735,1173220.473,2703075.929,2272.592,1875.9290000000037,1720.4729999999981
736,1173220.88904762,2703075.09938095,2272.59414285714,1875.0993809499778,1720.8890476198867
737,1173221.30509524,2703074.2697619,2272.59628571429,1874.2697618999518,1721.305095240008
738,1173221.72114286,2703073.44014286,2272.59842857143,1873.4401428601705,1721.7211428598966
739,1173222.13719048,2703072.61052381,2272.60057142857,1872.6105238101445,1722.137190480018
740,1173222.5532381,2703071.78090476,2272.60271428571,1871.7809047601186,1722.5532380999066
741,1173222.96928571,2703070.95128571,2272.60485714286,1870.9512857100926,1722.9692857100163
742,1173223.38533333,2703070.12166667,2272.607,1870.1216666698456,1723.3853333299048
743,1173223.80138095,2703069.29204762,2272.60914285714,1869.2920476198196,1723.8013809500262
744,1173224.21742857,2703068.46242857,2272.61128571429,1868.4624285697937,1724.2174285699148
745,1173224.63347619,2703067.63280952,2272.61342857143,1867.6328095197678,1724.6334761900362
746,1173225.04952381,2703066.80319048,2272.61557142857,1866.8031904799864,1725.0495238099247
747,1173225.46557143,2703065.97357143,2272.61771428571,1865.9735714299604,1725.465571430046
748,1173225.88161905,2703065.14395238,2272.61985714286,1865.1439523799345,1725.8816190499347
749,1173226.29766667,2703064.31433333,2272.622,1864.3143333299085,1726.297666670056
750,1173226.71371429,2703063.48471429,2272.62414285714,1863.4847142901272,1726.7137142899446
751,1173227.1297619,2703062.65509524,2272.62628571429,1862.6550952401012,1727.1297619000543
752,1173227.54580952,2703061.82547619,2272.62842857143,1861.8254761900753,1727.5458095199428
753,1173227.96185714,2703060.99585714,2272.63057142857,1860.9958571400493,1727.9618571400642
754,1173228.37790476,2703060.1662381,2272.63271428571,1860.1662380998023,1728.3779047599528
755,1173228.79395238,2703059.33661905,2272.63485714286,1859.3366190497763,1728.7939523800742
756,1173229.21,2703058.507,2272.637,1858.507000000216,1729.2099999999627
757,1173229.65,2703057.64588889,2272.64877777778,1857.6458888901398,1729.6499999999069
758,1173230.09,2703056.78477778,2272.66055555556,1856.7847777800635,1730.0900000000838
759,1173230.53,2703055.92366667,2272.67233333333,1855.9236666699871,1730.530000000028
760,1173230.97,2703055.06255556,2272.68411111111,1855.0625555599108,1730.969999999972
761,1173231.41,2703054.20144444,2272.69588888889,1854.2014444400556,1731.4099999999162
762,1173231.85,2703053.34033333,2272.70766666667,1853.3403333299793,1731.8500000000931
763,1173232.29,2703052.47922222,2272.71944444444,1852.479222219903,1732.2900000000373
764,1173232.73,2703051.61811111,2272.73122222222,1851.6181111098267,1732.7299999999814
765,1173233.17,2703050.757,2272.743,1850.757000000216,1733.1699999999255
766,1173233.61,2703049.89588889,2272.75477777778,1849.8958888901398,1733.6100000001024
767,1173234.05,2703049.03477778,2272.76655555556,1849.0347777800635,1734.0500000000466
768,1173234.49,2703048.17366667,2272.77833333333,1848.1736666699871,1734.4899999999907
769,1173234.93,2703047.31255556,2272.79011111111,1847.3125555599108,1734.9299999999348
770,1173235.37,2703046.45144444,2272.80188888889,1846.4514444400556,1735.3700000001118
771,1173235.81,2703045.59033333,2272.81366666667,1845.5903333299793,1735.8100000000559
772,1173236.25,2703044.72922222,2272.82544444444,1844.729222219903,1736.25
773,1173236.69,2703043.86811111,2272.83722222222,1843.8681111098267,1736.6899999999441
774,1173237.13,2703043.007,2272.849,1843.007000000216,1737.1299999998882
775,1173237.57,2703042.14588889,2272.86077777778,1842.1458888901398,1737.5700000000652
776,1173238.01,2703041.28477778,2272.87255555556,1841.2847777800635,1738.0100000000093
777,1173238.45,2703040.42366667,2272.88433333333,1840.4236666699871,1738.4499999999534
778,1173238.89,2703039.56255556,2272.89611111111,1839.5625555599108,1738.8899999998976
779,1173239.33,2703038.70144444,2272.90788888889,1838.7014444400556,1739.3300000000745
780,1173239.77,2703037.84033333,2272.91966666667,1837.8403333299793,1739.7700000000186
781,1173240.21,2703036.97922222,2272.93144444444,1836.979222219903,1740.2099999999627
782,1173240.65,2703036.11811111,2272.94322222222,1836.1181111098267,1740.6499999999069
783,1173241.09,2703035.257,2272.955,1835.257000000216,1741.0900000000838
784,1173241.64476,2703034.39496,2272.97684,1834.3949600001797,1741.6447600000538
785,1173242.19952,2703033.53292,2272.99868,1833.5329200001433,1742.1995200000238
786,1173242.75428,2703032.67088,2273.02052,1832.670880000107,1742.7542799999937
787,1173243.30904,2703031.80884,2273.04236,1831.8088400000706,1743.3090399999637
788,1173243.8638,2703030.9468,2273.0642,1830.9468000000343,1743.8637999999337
789,1173244.41856,2703030.08476,2273.08604,1830.084759999998,1744.4185599999037
790,1173244.97332,2703029.22272,2273.10788,1829.2227199999616,1744.9733200001065
791,1173245.52808,2703028.36068,2273.12972,1828.3606799999252,1745.5280800000764
792,1173246.08284,2703027.49864,2273.15156,1827.4986399998888,1746.0828400000464
793,1173246.6376,2703026.6366,2273.1734,1826.6365999998525,1746.6376000000164
794,1173247.19236,2703025.77456,2273.19524,1825.7745599998161,1747.1923599999864
795,1173247.74712,2703024.91252,2273.21708,1824.9125199997798,1747.7471199999563
796,1173248.30188,2703024.05048,2273.23892,1824.050480000209,1748.3018799999263
797,1173248.85664,2703023.18844,2273.26076,1823.1884400001727,1748.8566399998963
798,1173249.4114,2703022.3264,2273.2826,1822.3264000001363,1749.411400000099
799,1173249.96616,2703021.46436,2273.30444,1821.4643600001,1749.966160000069
800,1173250.52092,2703020.60232,2273.32628,1820.6023200000636,1750.520920000039
801,1173251.07568,2703019.74028,2273.34812,1819.7402800000273,1751.075680000009
802,1173251.63044,2703018.87824,2273.36996,1818.878239999991,1751.630439999979
803,1173252.1852,2703018.0162,2273.3918,1818.0161999999546,1752.185199999949
804,1173252.73996,2703017.15416,2273.41364,1817.1541599999182,1752.739959999919
805,1173253.29472,2703016.29212,2273.43548,1816.2921199998818,1753.294719999889
806,1173253.84948,2703015.43008,2273.45732,1815.4300799998455,1753.8494800000917
807,1173254.40424,2703014.56804,2273.47916,1814.5680399998091,1754.4042400000617
808,1173254.959,2703013.706,2273.501,1813.7059999997728,1754.9590000000317
809,1173255.51981818,2703012.88322727,2273.52245454545,1812.8832272700965,1755.5198181800079
810,1173256.08063636,2703012.06045455,2273.54390909091,1812.0604545501992,1756.080636359984
811,1173256.64145455,2703011.23768182,2273.56536363636,1811.2376818200573,1756.641454549972
812,1173257.20227273,2703010.41490909,2273.58681818182,1810.4149090899155,1757.2022727299482
813,1173257.76309091,2703009.59213636,2273.60827272727,1809.5921363597736,1757.7630909099244
814,1173258.32390909,2703008.76936364,2273.62972727273,1808.7693636398762,1758.3239090899006
815,1173258.88472727,2703007.94659091,2273.65118181818,1807.9465909102,1758.8847272701096
816,1173259.44554545,2703007.12381818,2273.67263636364,1807.1238181800582,1759.4455454500858
817,1173260.00636364,2703006.30104545,2273.69409090909,1806.3010454499163,1760.0063636400737
818,1173260.56718182,2703005.47827273,2273.71554545455,1805.478272730019,1760.5671818200499
819,1173261.128,2703004.6555,2273.737,1804.655499999877,1761.128000000026
820,1173261.68881818,2703003.83272727,2273.75845454545,1803.8327272702008,1761.6888181800023
821,1173262.24963636,2703003.00995455,2273.77990909091,1803.0099545498379,1762.2496363599785
822,1173262.81045455,2703002.18718182,2273.80136363636,1802.1871818201616,1762.8104545499664
823,1173263.37127273,2703001.36440909,2273.82281818182,1801.3644090900198,1763.3712727299426
824,1173263.93209091,2703000.54163636,2273.84427272727,1800.5416363598779,1763.9320909099188
825,1173264.49290909,2702999.71886364,2273.86572727273,1799.7188636399806,1764.492909089895
826,1173265.05372727,2702998.89609091,2273.88718181818,1798.8960909098387,1765.053727270104
827,1173265.61454545,2702998.07331818,2273.90863636364,1798.0733181801625,1765.6145454500802
828,1173266.17536364,2702997.25054545,2273.93009090909,1797.2505454500206,1766.175363640068
829,1173266.73618182,2702996.42777273,2273.95154545455,1796.4277727301233,1766.7361818200443
830,1173267.297,2702995.605,2273.973,1795.6049999999814,1767.2970000000205
831,1173268.2697037,2702995.49937037,2274.01274074074,1795.4993703700602,1768.2697036999743
832,1173269.24240741,2702995.39374074,2274.05248148148,1795.393740740139,1769.24240740994
833,1173270.21511111,2702995.28811111,2274.09222222222,1795.2881111102179,1770.2151111098938
834,1173271.18781481,2702995.18248148,2274.13196296296,1795.182481479831,1771.1878148100805
835,1173272.16051852,2702995.07685185,2274.1717037037,1795.0768518499099,1772.160518520046
836,1173273.13322222,2702994.97122222,2274.21144444444,1794.9712222199887,1773.1332222199999
837,1173274.10592593,2702994.86559259,2274.25118518519,1794.8655925900675,1774.1059259299655
838,1173275.07862963,2702994.75996296,2274.29092592593,1794.7599629601464,1775.0786296299193
839,1173276.05133333,2702994.65433333,2274.33066666667,1794.6543333302252,1776.051333330106
840,1173277.02403704,2702994.5487037,2274.37040740741,1794.5487036998384,1777.0240370400716
841,1173277.99674074,2702994.44307407,2274.41014814815,1794.4430740699172,1777.9967407400254
842,1173278.96944444,2702994.33744444,2274.44988888889,1794.337444439996,1778.9694444399793
843,1173279.94214815,2702994.23181481,2274.48962962963,1794.2318148100749,1779.9421481499448
844,1173280.91485185,2702994.12618519,2274.52937037037,1794.1261851899326,1780.9148518498987
845,1173281.88755556,2702994.02055556,2274.56911111111,1794.0205555600114,1781.887555560097
846,1173282.86025926,2702993.91492593,2274.60885185185,1793.9149259300902,1782.860259260051
847,1173283.83296296,2702993.8092963,2274.64859259259,1793.809296300169,1783.8329629600048
848,1173284.80566667,2702993.70366667,2274.68833333333,1793.7036666697823,1784.8056666699704
849,1173285.77837037,2702993.59803704,2274.72807407407,1793.598037039861,1785.7783703699242
850,1173286.75107407,2702993.49240741,2274.76781481481,1793.49240740994,1786.751074070111
851,1173287.72377778,2702993.38677778,2274.80755555556,1793.3867777800187,1787.7237777800765
852,1173288.69648148,2702993.28114815,2274.8472962963,1793.2811481500976,1788.6964814800303
853,1173289.66918519,2702993.17551852,2274.88703703704,1793.1755185201764,1789.669185189996
854,1173290.64188889,2702993.06988889,2274.92677777778,1793.0698888897896,1790.6418888899498
855,1173291.61459259,2702992.96425926,2274.96651851852,1792.9642592598684,1791.6145925899036
856,1173292.5872963,2702992.85862963,2275.00625925926,1792.8586296299472,1792.587296300102
857,1173293.56,2702992.753,2275.046,1792.753000000026,1793.5600000000559
858,1173294.59226316,2702992.64973684,2275.07121052632,1792.6497368398122,1794.5922631600406
859,1173295.62452632,2702992.54647368,2275.09642105263,1792.546473680064,1795.6245263200253
860,1173296.65678947,2702992.44321053,2275.12163157895,1792.4432105300948,1796.6567894699983
861,1173297.68905263,2702992.33994737,2275.14684210526,1792.339947369881,1797.689052629983
862,1173298.72131579,2702992.23668421,2275.17205263158,1792.2366842101328,1798.7213157899678
863,1173299.75357895,2702992.13342105,2275.19726315789,1792.133421049919,1799.7535789499525
864,1173300.78584211,2702992.03015789,2275.22247368421,1792.0301578901708,1800.7858421099372
865,1173301.81810526,2702991.92689474,2275.24768421053,1791.9268947402015,1801.8181052599102
866,1173302.85036842,2702991.82363158,2275.27289473684,1791.8236315799877,1802.850368419895
867,1173303.88263158,2702991.72036842,2275.29810526316,1791.7203684197739,1803.8826315801125
868,1173304.91489474,2702991.61710526,2275.32331578947,1791.6171052600257,1804.9148947400972
869,1173305.94715789,2702991.51384211,2275.34852631579,1791.5138421100564,1805.9471578900702
870,1173306.97942105,2702991.41057895,2275.37373684211,1791.4105789498426,1806.979421050055
871,1173308.01168421,2702991.30731579,2275.39894736842,1791.3073157900944,1808.0116842100397
872,1173309.04394737,2702991.20405263,2275.42415789474,1791.2040526298806,1809.0439473700244
873,1173310.07621053,2702991.10078947,2275.44936842105,1791.1007894701324,1810.0762105300091
874,1173311.10847368,2702990.99752632,2275.47457894737,1790.9975263201632,1811.1084736799821
875,1173312.14073684,2702990.89426316,2275.49978947368,1790.8942631599493,1812.1407368399668
876,1173313.173,2702990.791,2275.525,1790.7910000002012,1813.1729999999516
877,1173313.1715,2702989.63604545,2275.52590909091,1789.636045449879,1813.1714999999385
878,1173313.17,2702988.48109091,2275.52681818182,1788.4810909098014,1813.1699999999255
879,1173313.1685,2702987.32613636,2275.52772727273,1787.326136359945,1813.1684999999125
880,1173313.167,2702986.17118182,2275.52863636364,1786.1711818198673,1813.1669999998994
881,1173313.1655,2702985.01622727,2275.52954545455,1785.0162272700109,1813.1654999998864
882,1173313.164,2702983.86127273,2275.53045454545,1783.8612727299333,1813.1640000001062
883,1173313.1625,2702982.70631818,2275.53136363636,1782.7063181800768,1813.1625000000931
884,1173313.161,2702981.55136364,2275.53227272727,1781.5513636399992,1813.16100000008
885,1173313.1595,2702980.39640909,2275.53318181818,1780.3964090901427,1813.159500000067
886,1173313.158,2702979.24145455,2275.53409090909,1779.241454550065,1813.158000000054
887,1173313.1565,2702978.0865,2275.535,1778.0865000002086,1813.156500000041
888,1173313.155,2702976.93154546,2275.53590909091,1776.931545460131,1813.155000000028
889,1173313.1535,2702975.77659091,2275.53681818182,1775.7765909098089,1813.153500000015
890,1173313.152,2702974.62163636,2275.53772727273,1774.6216363599524,1813.1520000000019
891,1173313.1505,2702973.46668182,2275.53863636364,1773.4666818198748,1813.1504999999888
892,1173313.149,2702972.31172727,2275.53954545455,1772.3117272700183,1813.1489999999758
893,1173313.1475,2702971.15677273,2275.54045454545,1771.1567727299407,1813.1474999999627
894,1173313.146,2702970.00181818,2275.54136363636,1770.0018181800842,1813.1459999999497
895,1173313.1445,2702968.84686364,2275.54227272727,1768.8468636400066,1813.1444999999367
896,1173313.143,2702967.69190909,2275.54318181818,1767.6919090901501,1813.1429999999236
897,1173313.1415,2702966.53695455,2275.54409090909,1766.5369545500726,1813.1414999999106
898,1173313.14,2702965.382,2275.545,1765.382000000216,1813.1399999998976
899,1173313.7447,2702964.5099,2275.6994,1764.5098999999464,1813.744699999923
900,1173314.3494,2702963.6378,2275.8538,1763.6378000001423,1814.3493999999482
901,1173314.9541,2702962.7657,2276.0082,1762.7656999998726,1814.9540999999736
902,1173315.5588,2702961.8936,2276.1626,1761.8936000000685,1815.5587999999989
903,1173316.1635,2702961.0215,2276.317,1761.0214999997988,1816.1635000000242
904,1173316.7682,2702960.1494,2276.4714,1760.1493999999948,1816.7682000000495
905,1173317.3729,2702959.2773,2276.6258,1759.2773000001907,1817.3729000000749
906,1173317.9776,2702958.4052,2276.7802,1758.405199999921,1817.9776000001002
907,1173318.5823,2702957.5331,2276.9346,1757.533100000117,1818.5822999998927
908,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
909,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
910,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
911,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
912,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
913,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
914,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
915,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
916,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
917,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
918,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
919,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
920,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
921,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
922,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
923,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
924,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
925,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
926,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
927,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
928,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
929,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
930,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
931,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
932,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
933,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
934,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
935,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
936,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
937,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
938,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
939,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
940,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
941,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
942,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
943,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
944,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
945,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
946,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
947,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
948,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
949,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
950,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
951,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
952,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
953,1173319.187,2702956.661,2277.089,1756.6609999998473,1819.186999999918
