name,station_number,elevation,easting_original,northing_original,easting,northing
 879_1452,1136,2231.712,2702078.851,1172951.686,878.8509999997914,1451.685999999987
 906_1452,1137,2236.233,2702106.284,1172951.887,906.2839999999851,1451.8870000001043
 934_1453,1138,2244.23,2702134.394,1172952.531,934.3939999998547,1452.530999999959
 963_1453,1139,2252.884,2702163.27,1172953.421,963.2700000000186,1453.4210000000894
 993_1455,1140,2253.755,2702193.112,1172954.889,993.1120000001974,1454.8889999999665
1021_1455,1141,2255.998,2702220.92,1172954.76,1020.9199999999255,1454.7600000000093
1050_1456,1142,2262.135,2702249.651,1172955.798,1049.6510000000708,1455.7979999999516
1079_1456,1143,2267.732,2702278.577,1172955.728,1078.5770000000484,1455.7279999998864
1106_1456,1144,2270.568,2702306.12,1172955.685,1106.1200000001118,1455.6850000000559
1135_1456,1145,2263.936,2702335.244,1172955.515,1135.2439999999478,1455.5149999998976
1164_1456,1146,2256.393,2702364.449,1172956.086,1164.4490000000224,1456.0859999998938
1193_1457,1147,2259.229,2702392.594,1172956.608,1192.594000000041,1456.6080000000075
1221_1457,1148,2259.455,2702421.002,1172956.582,1221.0019999998622,1456.5819999999367
1249_1458,1149,2260.275,2702449.467,1172957.527,1249.4670000001788,1457.5270000000019
1278_1457,1150,2260.934,2702477.958,1172956.996,1277.9580000001006,1456.9960000000428
1306_1458,1151,2263.314,2702506.061,1172958.21,1306.0610000002198,1458.2099999999627
1335_1459,1152,2264.448,2702535.049,1172958.65,1335.0490000001155,1458.6499999999069
1364_1459,1153,2266.23,2702564.484,1172958.977,1364.4840000001714,1458.9769999999553
1393_1461,1154,2269.362,2702593.178,1172960.692,1393.1779999998398,1460.6920000000391
1418_1460,1155,2272.081,2702617.665,1172960.27,1417.6650000000373,1460.2700000000186
1450_1461,1156,2287.451,2702649.813,1172961.152,1449.813000000082,1461.1520000000019
1479_1462,1157,2293.095,2702679.222,1172961.79,1479.222000000067,1461.7900000000373
1507_1461,1158,2296.844,2702707.248,1172960.767,1507.2480000001378,1460.7669999999925
1537_1464,1159,2302.476,2702737.274,1172963.926,1537.2740000002086,1463.9259999999776
 607_1423,1161,2159.89,2701807.164,1172922.993,607.1639999998733,1422.9930000000168
 635_1421,1162,2172.308,2701835.134,1172921.221,635.1340000000782,1421.2209999999031
 665_1425,1163,2175.241,2701864.626,1172924.991,664.6260000001639,1424.9909999999218
 692_1423,1164,2186.38,2701891.934,1172923.095,691.933999999892,1423.094999999972
 721_1425,1165,2194.748,2701920.736,1172924.93,720.7360000000335,1424.9299999999348
 750_1426,1166,2205.368,2701949.574,1172925.658,749.5740000000224,1425.658000000054
 778_1425,1167,2211.229,2701978.147,1172925.368,778.1469999998808,1425.3680000000168
 807_1427,1168,2214.977,2702006.742,1172926.583,806.7420000000857,1426.5830000001006
 836_1426,1169,2219.083,2702035.884,1172926.343,835.8840000000782,1426.34300000011
 864_1427,1170,2223.538,2702064.182,1172927.495,864.1820000000298,1427.4950000001118
 895_1427,1171,2229.342,2702095.231,1172927.278,895.2310000001453,1427.277999999933
 920_1430,1172,2233.699,2702119.818,1172930.053,919.8179999999702,1430.0530000000726
 950_1427,1173,2241.616,2702149.58,1172927.362,949.5800000000745,1427.3619999999646
 978_1429,1174,2246.741,2702178.283,1172928.951,978.2829999998212,1428.9509999998845
1008_1429,1175,2247.941,2702207.519,1172928.586,1007.5189999998547,1428.5859999998938
1035_1429,1176,2251.769,2702234.929,1172929.267,1034.9290000000037,1429.2669999999925
1064_1430,1177,2258.072,2702263.908,1172929.811,1063.9079999998212,1429.810999999987
1093_1431,1178,2261.991,2702293.003,1172930.728,1093.003000000026,1430.7279999998864
1121_1432,1179,2254.668,2702321.285,1172931.752,1121.285000000149,1431.752000000095
1149_1432,1180,2246.884,2702349.325,1172932.342,1149.3250000001863,1432.341999999946
1178_1431,1181,2247.103,2702377.543,1172931.387,1177.5430000000633,1431.3870000001043
1206_1434,1182,2249.792,2702405.709,1172934.079,1205.7089999997988,1434.0789999999106
1235_1434,1183,2249.218,2702435.429,1172933.771,1235.4290000000037,1433.7709999999497
1264_1433,1184,2248.29,2702464.328,1172932.855,1264.3280000002123,1432.8549999999814
1293_1435,1185,2250.827,2702492.916,1172934.773,1292.9160000002012,1434.7730000000447
1322_1435,1186,2253.589,2702521.569,1172934.52,1321.569000000134,1434.5200000000186
1350_1435,1187,2255.7,2702549.89,1172934.997,1349.8900000001304,1434.996999999974
1379_1436,1188,2259.713,2702578.653,1172936.296,1378.652999999933,1436.2960000000894
1406_1436,1189,2263.607,2702606.462,1172936.158,1406.461999999825,1436.158000000054
1436_1436,1190,2270.995,2702635.707,1172935.821,1435.7069999999367,1435.8209999999963
1464_1437,1191,2281.51,2702663.728,1172937.286,1463.7280000001192,1437.28600000008
1492_1436,1192,2286.768,2702691.769,1172936.19,1491.7689999998547,1436.1899999999441
1521_1438,1193,2291.006,2702720.718,1172937.916,1520.717999999877,1437.9159999999683
1549_1438,1194,2292.161,2702749.158,1172937.555,1549.1579999998212,1437.5549999999348
 625_1400,1196,2160.441,2701825.141,1172899.818,625.1409999998286,1399.8179999999702
 651_1399,1197,2170.643,2701851.453,1172899.444,651.4530000002123,1399.4439999999013
 679_1400,1198,2178.897,2701879.467,1172899.987,679.4670000001788,1399.9869999999646
 708_1400,1199,2184.819,2701908.379,1172900.219,708.37900000019,1400.219000000041
 737_1401,1200,2191.266,2701937.294,1172901.2,737.2940000002272,1401.1999999999534
 767_1401,1201,2200.072,2701966.58,1172900.685,766.5800000000745,1400.6850000000559
 795_1402,1202,2209.717,2701994.506,1172901.939,794.5060000000522,1401.939000000013
